Wavelength,I(0),I(NaCl),I(KCl)
1074.742,9.4056,4.7426,1.5852
1075.1635,6.9722,6.7426,2.7185
1075.585,9.1056,2.9759,0.1852
1076.0064,5.3389,1.7093,3.7852
1076.4278,5.1722,3.7759,-4.0148
1076.8492,14.0389,-0.9574,2.5185
1077.2705,4.3722,1.1426,2.0185
1077.6919,2.9056,4.9759,2.7185
1078.1132,5.2056,4.9426,5.0852
1078.5344,10.1389,6.1426,3.0519
1078.9557,7.3389,5.6093,4.7185
1079.3769,1.1389,0.4759,1.2852
1079.7981,2.8722,-5.6241,4.3852
1080.2193,2.3056,0.8759,0.5852
1080.6404,0.2722,-0.5907,0.2852
1081.0615,5.6056,0.1759,-4.2815
1081.4826,8.4056,0.2759,6.2185
1081.9037,2.6389,0.3759,-0.8481
1082.3247,3.4056,2.1093,-5.1148
1082.7457,4.3389,0.2759,4.8185
1083.1667,9.5722,4.0093,2.9185
1083.5877,4.9722,0.3426,3.4852
1084.0086,1.2389,3.2426,-4.0815
1084.4295,6.2722,-0.8574,-0.1815
1084.8504,4.6722,0.9093,-1.8815
1085.2712,2.0056,0.1426,-0.1481
1085.6921,3.9722,0.4759,-2.5815
1086.1129,4.6056,-2.9907,0.4852
1086.5337,0.7056,4.1426,3.6185
1086.9544,1.2389,0.1426,-7.0481
1087.3751,1.3722,-2.2907,1.5185
1087.7958,9.3056,4.2093,-2.8815
1088.2165,4.8722,1.6759,0.9519
1088.6371,2.5389,-1.5574,0.2185
1089.0578,9.1056,1.0093,0.4185
1089.4784,3.8389,-1.4574,-0.4481
1089.8989,4.6056,3.5093,-6.1481
1090.3195,5.1722,-0.5574,0.6519
1090.74,3.0389,2.4093,1.6519
1091.1605,0.7722,-1.4241,1.7185
1091.5809,-2.3278,-1.2241,-3.8815
1092.0014,5.0722,-0.1907,1.0519
1092.4218,0.2056,-1.2907,2.2519
1092.8422,4.0056,-0.2574,-5.9815
1093.2625,2.5389,-8.0907,4.7852
1093.6829,3.5722,-1.9574,-4.1481
1094.1032,-0.7278,-2.4241,-1.7815
1094.5234,2.3056,1.3093,-3.9148
1094.9437,3.1056,-4.1907,1.5519
1095.3639,-4.1278,0.8093,-7.2815
1095.7841,0.9056,-0.9574,-3.8148
1096.2043,-2.0944,-3.0241,0.9852
1096.6244,3.9722,-4.1574,4.1185
1097.0446,-3.9944,-5.2907,-0.7481
1097.4647,2.7056,1.7759,-7.4481
1097.8847,1.1722,0.5426,5.9185
1098.3048,-2.3278,1.1093,-0.3148
1098.7248,3.2722,1.9759,-2.2481
1099.1448,0.8722,-3.9907,-1.4481
1099.5647,3.5056,-2.5574,-3.4481
1099.9847,2.7722,6.2759,-4.5148
1100.4046,3.2056,0.9093,-1.9481
1100.8245,4.6056,0.0093,2.8852
